"Geslacht";"Leeftijd";"Burgerlijke staat";"Perioden";"Regio's";"Bevolking op 1 januari (aantal)"
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Muntendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Muntendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Muntendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Muntendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Naaldwijk";27396
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Naaldwijk";29092
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Naaldwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Naaldwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Naaldwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Naarden";16272
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Naarden";17006
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Naarden";17110
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Naarden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Naarden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Neder-Betuwe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Neder-Betuwe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Neder-Betuwe";22359
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Neder-Betuwe";24034
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Neder-Betuwe";24339
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nederhorst den Berg";4917
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nederhorst den Berg";5123
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nederhorst den Berg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nederhorst den Berg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nederhorst den Berg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nederlek";14394
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nederlek";14809
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nederlek";14768
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nederlek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nederlek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nederweert";15033
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nederweert";16129
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nederweert";16265
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nederweert";17001
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nederweert";17019
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Neede";10925
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Neede";11050
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Neede";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Neede";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Neede";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Neer";3418
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Neer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Neer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Neer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Neer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Neerijnen";10369
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Neerijnen";11257
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Neerijnen";11696
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Neerijnen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Neerijnen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Niedorp";8069
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Niedorp";11367
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Niedorp";11757
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Niedorp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Niedorp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuwe Pekela";5032
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuwe Pekela";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuwe Pekela";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuwe Pekela";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuwe Pekela";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuwegein";57557
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuwegein";63118
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuwegein";61449
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuwegein";63036
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuwegein";63462
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuwerkerk aan den IJssel";18425
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuwerkerk aan den IJssel";21162
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuwerkerk aan den IJssel";22216
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuwerkerk aan den IJssel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuwerkerk aan den IJssel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuweschans";1715
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuweschans";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuweschans";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuweschans";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuweschans";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuw-Ginneken";11608
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuw-Ginneken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuw-Ginneken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuw-Ginneken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuw-Ginneken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuwkoop";10100
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuwkoop";11070
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuwkoop";11122
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuwkoop";28628
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuwkoop";28811
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuw-Lekkerland";8566
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuw-Lekkerland";9369
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuw-Lekkerland";9577
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuw-Lekkerland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuw-Lekkerland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuwleusen";8231
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuwleusen";8361
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuwleusen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuwleusen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuwleusen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuwolda";1581
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuwveen";3224
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuwveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuwveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuwveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuwveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nieuw-Vossemeer";2241
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nieuw-Vossemeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nieuw-Vossemeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nieuw-Vossemeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nieuw-Vossemeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nigtevecht";1368
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nigtevecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nigtevecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nigtevecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nigtevecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nijefurd";10544
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nijefurd";10869
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nijefurd";10940
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nijefurd";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nijefurd";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nijeveen";2898
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nijeveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nijeveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nijeveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nijeveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nijkerk";25393
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nijkerk";36315
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nijkerk";38419
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nijkerk";42943
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nijkerk";43171
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nijmegen";145816
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nijmegen";152200
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nijmegen";158215
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nijmegen";176731
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nijmegen";177659
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nissewaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nissewaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nissewaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nissewaard";84797
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nissewaard";85219
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nistelrode";6955
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nistelrode";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nistelrode";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nistelrode";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nistelrode";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Noardeast-Fryslân";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Noardeast-Fryslân";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Noardeast-Fryslân";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Noardeast-Fryslân";45181
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Noardeast-Fryslân";45228
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Noord-Beveland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Noord-Beveland";6901
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Noord-Beveland";7195
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Noord-Beveland";7308
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Noord-Beveland";7392
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Noordenveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Noordenveld";30740
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Noordenveld";31712
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Noordenveld";31290
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Noordenveld";31253
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Noorder-Koggenland";9473
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Noorder-Koggenland";10415
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Noorder-Koggenland";10530
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Noorder-Koggenland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Noorder-Koggenland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Noordoostpolder";37795
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Noordoostpolder";43122
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Noordoostpolder";45600
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Noordoostpolder";46849
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Noordoostpolder";47291
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Noordwijk";24894
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Noordwijk";24879
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Noordwijk";24561
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Noordwijk";42859
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Noordwijk";43508
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Noordwijkerhout";15069
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Noordwijkerhout";15313
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Noordwijkerhout";15123
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Noordwijkerhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Noordwijkerhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nootdorp";6741
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nootdorp";10376
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nootdorp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nootdorp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nootdorp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Norg";6595
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Norg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Norg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Norg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Norg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nuenen, Gerwen en Nederwetten";20869
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nuenen, Gerwen en Nederwetten";23783
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nuenen, Gerwen en Nederwetten";23182
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nuenen, Gerwen en Nederwetten";23186
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nuenen, Gerwen en Nederwetten";23383
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nuland";4207
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nuland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nuland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nuland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nuland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nunspeet";24169
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nunspeet";26149
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nunspeet";26677
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nunspeet";27481
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nunspeet";27851
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Nuth";17003
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Nuth";16563
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Nuth";16014
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Nuth";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Nuth";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Obdam";5822
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Obdam";6424
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Obdam";6789
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Obdam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Obdam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Odoorn";12208
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Odoorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Odoorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Odoorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Odoorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Oeffelt";2249
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Oeffelt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Oeffelt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Oeffelt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Oeffelt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Oegstgeest";17909
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Oegstgeest";20785
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Oegstgeest";21309
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Oegstgeest";24426
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Oegstgeest";24840
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Ohé en Laak";865
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Ohé en Laak";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Ohé en Laak";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Ohé en Laak";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Ohé en Laak";
