"Geslacht";"Leeftijd";"Burgerlijke staat";"Perioden";"Regio's";"Bevolking op 1 januari (aantal)"
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maartensdijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maartensdijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maartensdijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maasbracht";8065
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maasbracht";13660
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maasbracht";13661
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maasbracht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maasbracht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maasbree";11644
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maasbree";12799
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maasbree";12840
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maasbree";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maasbree";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maasdonk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maasdonk";11411
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maasdonk";11360
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maasdonk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maasdonk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maasdriel";8442
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maasdriel";23045
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maasdriel";23554
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maasdriel";24693
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maasdriel";25030
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maasgouw";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maasgouw";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maasgouw";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maasgouw";23716
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maasgouw";23965
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maasland";6138
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maasland";6819
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maasland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maasland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maasland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maassluis";33116
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maassluis";33110
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maassluis";32451
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maassluis";32768
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maassluis";33213
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maastricht";115782
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maastricht";122070
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maastricht";121456
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maastricht";121565
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maastricht";121575
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Made";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Made";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Made";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Made";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Made";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Made en Drimmelen";11877
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Made en Drimmelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Made en Drimmelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Made en Drimmelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Made en Drimmelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Margraten";13286
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Margraten";13785
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Margraten";13497
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Margraten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Margraten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Mariekerke";3562
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Mariekerke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Mariekerke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Mariekerke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Mariekerke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Markelo";6994
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Markelo";7234
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Markelo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Markelo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Markelo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Marken";2081
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Marken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Marken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Marken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Marken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"De Marne";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"De Marne";10870
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"De Marne";11294
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"De Marne";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"De Marne";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Marum";8610
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Marum";9692
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Marum";10086
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Marum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Marum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Maurik";5856
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Maurik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Maurik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Maurik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Maurik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Medemblik";6883
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Medemblik";7601
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Medemblik";8047
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Medemblik";44809
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Medemblik";45101
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Meeden";1778
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Meeden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Meeden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Meeden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Meeden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Meerlo-Wanssum";7034
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Meerlo-Wanssum";7546
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Meerlo-Wanssum";7748
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Meerlo-Wanssum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Meerlo-Wanssum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Meerssen";20356
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Meerssen";20267
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Meerssen";19857
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Meerssen";18923
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Meerssen";18828
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Megen, Haren en Macharen";2975
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Megen, Haren en Macharen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Megen, Haren en Macharen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Megen, Haren en Macharen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Megen, Haren en Macharen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Meierijstad";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Meierijstad";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Meierijstad";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Meierijstad";80815
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Meierijstad";81194
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Meijel";5287
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Meijel";5734
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Meijel";5851
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Meijel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Meijel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Melick en Herkenbosch";7478
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Melick en Herkenbosch";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Melick en Herkenbosch";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Melick en Herkenbosch";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Melick en Herkenbosch";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Menaldumadeel";13364
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Menaldumadeel";13855
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Menaldumadeel";13967
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Menaldumadeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Menaldumadeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Menameradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Menameradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Menameradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Menameradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Menameradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Menterwolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Menterwolde";12547
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Menterwolde";12589
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Menterwolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Menterwolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Meppel";23268
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Meppel";29652
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Meppel";30397
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Meppel";33564
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Meppel";33920
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Middelburg (Z.)";39152
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Middelburg (Z.)";44920
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Middelburg (Z.)";46548
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Middelburg (Z.)";48544
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Middelburg (Z.)";48822
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Middelharnis";15290
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Middelharnis";16759
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Middelharnis";17485
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Middelharnis";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Middelharnis";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Middelstum";2891
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Middelstum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Middelstum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Middelstum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Middelstum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Midden-Delfland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Midden-Delfland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Midden-Delfland";17054
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Midden-Delfland";19391
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Midden-Delfland";19341
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Midden-Drenthe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Midden-Drenthe";32394
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Midden-Drenthe";32984
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Midden-Drenthe";33178
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Midden-Drenthe";33185
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Midden-Groningen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Midden-Groningen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Midden-Groningen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Midden-Groningen";60899
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Midden-Groningen";60797
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Middenschouwen";2467
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Middenschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Middenschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Middenschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Middenschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Middenveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Middenveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Middenveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Middenveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Middenveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Midwolda";4049
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Midwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Midwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Midwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Midwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Mierlo";9952
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Mierlo";10180
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Mierlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Mierlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Mierlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Mijdrecht";16414
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Mijdrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Mijdrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Mijdrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Mijdrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Mill en Sint Hubert";10223
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Mill en Sint Hubert";11097
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Mill en Sint Hubert";11047
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Mill en Sint Hubert";10891
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Mill en Sint Hubert";10939
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Millingen aan de Rijn";5264
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Millingen aan de Rijn";5875
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Millingen aan de Rijn";5888
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Millingen aan de Rijn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Millingen aan de Rijn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Moerdijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Moerdijk";36312
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Moerdijk";36785
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Moerdijk";36961
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Moerdijk";37129
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Moergestel";5710
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Moergestel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Moergestel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Moergestel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Moergestel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Moerhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Moerhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Moerhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Moerhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Moerhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Moerkapelle";3206
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Moerkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Moerkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Moerkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Moerkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Molenlanden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Molenlanden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Molenlanden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Molenlanden";43858
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Molenlanden";43909
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Molenwaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Molenwaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Molenwaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Molenwaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Molenwaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Monnickendam";9956
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Monnickendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Monnickendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Monnickendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Monnickendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Monster";19126
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Monster";20228
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Monster";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Monster";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Monster";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Montferland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Montferland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Montferland";35263
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Montferland";36026
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Montferland";36011
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Montfoort";6976
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Montfoort";13372
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Montfoort";13438
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Montfoort";13996
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Montfoort";13917
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Montfort";3077
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Montfort";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Montfort";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Montfort";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Montfort";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Mook en Middelaar";7116
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Mook en Middelaar";7833
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Mook en Middelaar";8010
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Mook en Middelaar";7806
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Mook en Middelaar";7847
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Moordrecht";6861
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Moordrecht";7692
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Moordrecht";8081
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Moordrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Moordrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Muiden";6809
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Muiden";6808
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Muiden";6675
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Muiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Muiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Muntendam";4953
